Código,Producto,P. Costo,P. Venta,P. Mayoreo,Existencia,Inv. Mínimo,Inv. Máximo,Departamento
9.00E+12,BISAGRA TUBULAR 16MM 5/8 CN 373040015,$4.17,$10.00,$9.00,15,10,20,TORNILLOS
9.00E+12,BISAGRA TUBULAR 19MM 3/4 CN 373040020,$7.78,$18.00,$15.00,10,5,10,TORNILLOS
7.51E+12,BLISTER C/2 CRAYONES DE 12 INDUSTRIALES ROJOS TRUPER 101687,$18.00,$25.00,$20.00,8,2,10,CARPINTERIA
7.50E+12,BLISTER C/DOS CUCHILLAS P/CORTADOR DE AZULEJ PRETUL 20999,$45.00,$62.00,$60.00,1,2,4,HERRAMIENTAS
7.51E+12,BLISTER CON 2 LAPICES 18CM BICOLOR GRUESO P/CARPINTERO TRUPER 101685,$22.00,$32.00,$28.00,11,2,12,HERRAMIENTAS
7.51E+12,BLISTER CON 2 LAPICES DE 18CM P/CARPINTERO TRUPER 101686,$15.00,$20.00,$18.00,11,4,12,CARPINTERIA
7.50E+12,BOLSA 100 CINCHOS PLASTICOS 18LB 100 X 2.5MM TRANS VOLTECK 44300,$13.00,$18.00,$16.00,20,2,20,SEGURIDAD E HIGIENE
7.50E+12,BOLSA 100 CINCHOS PLASTICOS 18LB 100X2.5MM NEGRO VOLTECK 44320,$13.00,$17.00,$16.00,17,4,20,SEGURIDAD E HIGIENE
9.12E+12,BOLSA 100 TAQUETES PLASTICO PARA TABLAROCA #12 CN 0750600200,$40.00,$55.00,$50.00,1,1,2,TORNILLOS
9.00E+12,BOLSA 100PZ TAQUETE PLASTICO TIPO ARPON 3/8 X 2 CN 075060520,$26.00,$40.00,$35.00,1,1,3,TORNILLOS
7.51E+12,BOLSA CON 2 CORREDORAS EXTENSION 30 CM P/CAJON ANCHO 3.5CM HERMEX 43284,$28.00,$45.00,$42.00,4,2,4,HERRAMIENTAS
7.51E+12,BOLSA CON 2 CORREDORAS EXTENSIÓN 35 CM P/CAJON ANCHO 3.5CM HERMEX 43285,$32.00,$55.00,$50.00,4,2,4,HERRAMIENTAS
7.51E+12,BOLSA CON 4 SUJETADORES TIPO MARIPOSA DE 3/16X3 FIERO 47359,$18.00,$30.00,$25.00,6,3,6,TORNILLOS
7.50E+12,BOLSA CON 50 TAQUETES DE 1/4 PLÁSTICOS FIERRO,$15.00,$20.00,$18.00,16,4,24,TORNILLOS
7.50E+12,BOLSA CON 50 TAQUETES DE 3/8 PASTICOS FIERO,$25.00,$33.00,$29.00,10,4,12,TORNILLOS
7.50E+12,BOLSA CON 50 TAQUETES DE 5/16 PLÁSTICOS FIERO,$22.00,$29.00,$24.00,12,6,12,TORNILLOS
120X160,BOLSA NEGRA P/BASURA 120 X160CM,$20.00,$26.00,$25.00,3,10,10,JARCERIA
60X90,BOLSA NEGRA P/BASURA 60 X 90 CM,$4.00,$8.00,$7.00,14,15,30,JARCERIA
80X120,BOLSA NEGRA P/BASURA 80 X 120CM,$8.80,$12.00,$11.00,7,20,30,JARCERIA
90X120,BOLSA NEGRA P/BASURA 90 X 120CM,$10.00,$15.00,$13.00,6,10,20,JARCERIA
853,BOMBA BALONERA ECO AZUL,$13.80,$20.00,$16.00,3,1,3,COMPRESORES Y ACCESORIOS PARA AIRE
7.51E+12,BOMBA CENTRIFUGA P/AGUA 1HP TRUPER 100433,"$1,950.00","$2,550.00","$2,450.00",1,1,1,HERRAMIENTAS
7.50E+12,BOMBA MANUAL PARA INFLAR 100 PSI TRUPER 14863,$149.00,$205.00,$200.50,9,2,10,HERRAMIENTAS
815,BOMBA PARA INFLAR 23PULG ABATIBLE 8802 LION TOOLS H79,$140.91,$200.00,$190.00,2,1,2,HERRAMIENTAS
7.51E+12,BOMBA PERIFERICA 1/2HP ALTURA MAX 20M UA PRETUL 27019,$345.00,$450.00,$445.00,1,1,1,HERRAMIENTAS
7.51E+12,BOMBA PERIFERICA 1/2HP ALTURA MAX 25M UA FOSET 49877,$365.00,$490.00,$480.00,1,2,2,HERRAMIENTAS
7.51E+12,BOMBA PERIFERICA 1/2HP ALTURA MAX 40M UA TRUPER 12111,$495.00,$650.00,$645.00,1,1,1,HERRAMIENTAS
7.50E+12,BOMBA PERIFERICA 1HP  ALTURA MAX 70M USO AGRICOLA TRUPER EXPERT 10070,"$1,650.00","$2,160.00","$2,150.00",1,1,1,HERRAMIENTAS
7.51E+12,BOMBA PERIFERICA AUTOCEBANTE 1/2HP UA TRUPER 12780,"$1,050.00","$1,370.00","$1,365.00",1,1,1,HERRAMIENTAS
7.51E+12,BOMBA PRESURIZADORA 1/3HP TRUPER 103356,"$1,190.00","$1,660.00","$1,550.00",1,1,1,PLOMERIA
7.51E+12,BOMBA PRESURIZADORA 1/6HP TRUPER 14635,$745.00,$980.00,$970.00,1,1,2,HERRAMIENTAS
7.51E+12,BOMBA PÉRIFERICA 1HP ALTURA MÁX 60M USO AGRICOLA TRUPER 12114,"$1,050.00","$1,380.00","$1,370.00",1,1,1,HERRAMIENTAS
7.50E+12,BOMBA SUMERGIBLE 1/2HP 8M TRUPER 12601,"$1,150.00","$1,650.00","$1,500.00",1,1,1,PLOMERIA
7.50E+12,BOMBA SUMERGIBLE PLASTICA 1HP P/AGUA LIMPIA TRUPER 12602,"$1,350.00","$1,755.00","$1,600.00",1,1,1,HERRAMIENTAS
7.51E+12,BOQUILLA ALUMINIO ENCENDIDO ELECTRICO 1/4 VUELTA TRUPER,$215.00,$280.00,$277.00,5,3,6,PLOMERIA
7.50E+12,BOQUILLA C/ENCENDIDO ELECTRONICO P/LATA C/VALVULA ROSCADA TRUPER 11924,$215.00,$290.00,$280.00,3,1,3,HERRAMIENTAS
7.91E+11,BOQUILLA P/SOPLETE PRECIMEX/IUSA ANG,$150.20,$210.00,$200.00,1,2,3,PLOMERIA
753,BOQUILLA REPUESTOS 0.8MM SOLDADURA CONTACT,$178.00,$260.00,$250.00,1,1,2,HERRERIA
757,BOQUILLA Y CASQUILLO SOLDADURA MICROALAMBRE,$80.00,$110.00,$100.00,1,2,2,HERRERIA
7.50E+12,BORCHA PROFESIONAL MANGO PLASTICO 4 TRUPER,$36.00,$47.00,$45.00,5,2,6,PINTURAS
BORLA5,BORLA 5 JOLMAR D/BORREGO NATURAL,$26.79,$45.00,$40.00,2,1,2,AUTOS
BROLA7,BORLA 7 JOLMAR D/BORREGO NATURAL H79 34016,$67.23,$115.00,$110.00,2,1,2,AUTOS
674,BORNES PARA SOLDADURA INVERSORA CONEC RAPIDO 200 AMP,$45.00,$110.00,$100.00,7,2,8,HERRAMIENTAS
7.50E+12,BOTON LATERAL ABS PARA WC MEER MWCP003,$32.00,$42.00,$40.00,3,2,3,PLOMERIA
7.50E+12,BOTON SUPERIOR DUAL FLUSH MEER MWCP006,$31.00,$42.00,$40.00,3,1,3,PLOMERIA
7.50E+12,BOTON UNIVERSAL PARA WC MEER MWCP005,$31.00,$42.00,$40.00,3,1,3,PLOMERIA
797,BOTONERA 3P 15A CBSN-315 CNTD SP-315 ED,$121.00,$175.00,$170.00,3,1,3,ELECTRICIDAD
798,BOTONERA 3P 15A CEIV BS 216B ED,$50.69,$75.00,$73.00,2,1,3,ELECTRICIDAD
799,BOTONERA 3P 30A CBSN-330 CNTD SP-330 ED,$143.00,$208.00,$200.00,2,1,2,ELECTRICIDAD
800,BOTONERA 3P 30A CEIV BS 230B ED,$61.36,$89.00,$85.00,2,1,2,ELECTRICIDAD
7.19E+12,BRAZO 20CM C/CHAPETON SOFO SF-50032-1,$21.00,$30.00,$25.00,2,2,4,PLOMERIA
SF50035,BRAZO CHAPETON GRIFE SF-50035,$16.00,$20.00,$18.00,20,2,5,PLOMERIA
GZ40,BRAZO D/ACERO P/REGADERA 40CM ONSUN GZ40,$47.00,$68.00,$65.00,0,2,4,PLOMERIA
7.52E+12,BRAZO D/ACERO P/REGADERA 50CM SOFO SF-50032-4,$42.00,$55.00,$50.00,0,2,4,PLOMERIA
GZ50,BRAZO D/ACERO PARA REGADERA 50CM ONSUN GREE,$51.00,$75.00,$72.00,4,2,4,PLOMERIA
7.19E+12,BRAZO D/ACERO PARA REGADERA 50CM SOFO GREE,$42.00,$60.00,$58.00,4,1,3,PLOMERIA
7.90E+12,BRAZO PARA REGADERA 30CM LORENZETTI EDISON,$67.10,$92.00,$90.00,3,2,5,ELECTRICIDAD
7.50E+12,BRAZO PARA SUBURBANA 40.5MTS TAINLAI ED BZ-01N,$35.47,$47.00,$44.00,3,1,3,ELECTRICIDAD
653,BREAKER 15AMP SANTUL 4337 H79 SE343373,$27.32,$45.00,$40.00,3,1,3,ELECTRICIDAD
654,BREAKER 20AMP SANTUL 4338 H79 SE343380,$27.32,$60.00,$50.00,3,1,3,ELECTRICIDAD
655,BREAKER 30AMP SANTUL 4339 H79 SE343397,$27.32,$45.00,$40.00,3,1,3,ELECTRICIDAD
7.11E+11,BRIDA COFLEX P/WC FLEXI CORTA 4 PLO 181,$117.80,$160.00,$155.00,3,1,3,PLOMERIA
685,BRIDA DE LAMINA PARA ROPEROS CYL 1417100,$9.39,$16.00,$13.00,100,10,100,CASA Y JARDIN
7.11E+11,BRIDA FLEXIBLE MANGA CORTA 3 COFLEX PB-150,$122.00,$160.00,$158.00,2,2,2,PLOMERIA
7.11E+11,BRIDA FLEXIBLE MANGA LARGA COFLEX PB-300,$184.00,$240.00,$238.00,2,2,2,PLOMERIA
8.50E+12,BRIDA MOVIL WC CUELLO BLISTER FAMA GRI 9591,$110.00,$152.00,$148.00,6,1,3,PLOMERIA
BREA,BRIDA REFORZADA 1-1/2 NPT TIPO A GIFE BREA,$100.00,$130.00,$125.00,5,2,5,PLOMERIA
BR12,BRIDA REFORZADA 1/2 NPT GRIFE BR12,$15.00,$20.00,$17.50,5,2,5,PLOMERIA
7.11E+11,BRIDA WC CUELLO FLEXIBLE 4PULG PB-115 COFLEX DIPLO,$37.90,$55.00,$50.00,3,1,3,PLOMERIA
BROCA3/4,BROCA 3/4 X 8 SDC CONCRETO ADIR F41,$63.52,$105.00,$100.00,3,1,3,TORNILLOS
7.50E+12,BROCA 3/4 X 9 PARA CONCRETO TRUPER 11287,$155.00,$210.00,$202.00,2,1,2,TORNILLOS
BROCA5/8,BROCA 5/8 X 8 SDC CONCRETO ADIR F41,$41.58,$70.00,$68.00,3,1,3,TORNILLOS
860,BROCA 5PZAS TITAN PARA CONCRETO 5/32 X 3/8 OBI,$62.50,$90.00,$85.00,2,1,3,TORNILLOS
7.50E+12,BROCA 9/64 ACERO ALTA VELOC RECTA HSS GLT F41,$10.78,$17.00,$16.00,10,2,20,TORNILLOS
10003,BROCA A VELOCIDAD 11/64 HSS,$11.95,$18.00,$16.00,4,2,5,TORNILLOS
10881014C,BROCA A VELOCIDAD 7/32 135 H79 326016,$18.21,$30.00,$25.00,5,1,5,TORNILLOS
658,BROCA A/VELOCIDAD 3/32 H79 10001,$3.86,$6.00,$5.00,1,1,5,TORNILLOS
659,BROCA A/VELOCIDAD 5/32 HSS H79 10002,$9.59,$15.00,$13.00,4,1,5,TORNILLOS
661,BROCA A/VELOCIDAD 5/64 H79 1000,$3.27,$6.00,$5.00,5,1,5,TORNILLOS
660,BROCA A/VELOCIDAD 7/64 H79 10008,$5.67,$9.00,$8.00,5,1,5,TORNILLOS
BROCA332,BROCA ALTA VELOCIDAD 3/32 ELYOT,$3.86,$8.00,$7.00,10,3,20,TORNILLOS
8.90E+12,BROCA ESCALONADA 3PZ MARKAIT ANG,$140.30,$210.00,$205.00,3,1,3,HERRAMIENTAS
6.39E+12,BROCA ESCALONADA 5/32-13/16 P/METAL ONG NAMO H79 034013,$57.49,$95.00,$90.00,2,1,2,TORNILLOS
6.39E+12,BROCA ESCALONADA 5/32-15/32 P/METAL ONG NAMO H79 034014,$43.80,$68.00,$65.00,2,1,2,TORNILLOS
7.51E+12,BROCA HSS 1/2 TRUBLACK P/METAL TRUPER 15390,$135.00,$178.00,$175.00,5,3,5,TORNILLOS
7.51E+12,BROCA HSS 1/4 TRUBLACK P/METAL TRUPER 15097,$26.00,$34.00,$32.00,8,4,10,TORNILLOS
7.51E+12,BROCA HSS 1/8 TRUBLACK P/METAL TRUPER 15078,$9.00,$12.00,$10.00,5,4,10,TORNILLOS
7.51E+12,BROCA HSS 3/16 TRUBLACK PARA METAL TRUPER 15086,$16.00,$21.00,$19.00,6,4,10,TORNILLOS
7.51E+12,BROCA HSS 3/8 TRUBLACK P/METAL TRUPER 15337,$65.00,$84.50,$82.50,5,3,5,TORNILLOS
7.50E+12,BROCA HSS METAL 1/4 X 4 TRUGOLD TRUPER,$37.00,$50.00,$48.00,20,4,20,HERRAMIENTAS
7.50E+12,BROCA HSS METAL 1/8 X 3 TRUGOLD TRUPER,$11.00,$15.00,$14.00,20,4,20,HERRAMIENTAS
7.50E+12,BROCA HSS METAL 3/16 X 4 TRUGOLD TRUPER,$21.00,$29.00,$27.00,19,4,20,HERRAMIENTAS
7.50E+12,BROCA HSS METAL 5/16 X 3 TRUGOLD TRUPER,$55.00,$75.00,$0.00,10,4,10,HERRAMIENTAS
7.50E+12,BROCA HSS METAL 5/32 X 3 TRUGOLD TRUPER,$15.00,$20.00,$19.00,5,4,10,HERRAMIENTAS
7.51E+12,BROCA P/ MADERA 1/8 TRUPER,$12.00,$16.00,$14.00,12,4,12,TORNILLOS
7.50E+12,BROCA P/CONCRETO 1/4 X 6 TRUPER 11206,$14.00,$19.00,$18.00,14,5,20,TORNILLOS
7.50E+12,BROCA P/CONCRETO 3/8 X 5 TRUPER 11221,$22.00,$29.00,$27.00,8,4,10,TORNILLOS
7.50E+12,BROCA P/CONCRETO 3/8 X 6 TRUPER 11224,$25.00,$32.50,$30.00,9,4,10,TORNILLOS
971,BROCA P/CONCRETO TITAN 1/2 X 6 PULG ANG,$30.50,$44.00,$42.00,3,1,3,HERRAMIENTAS
7.51E+12,BROCA P/MADERA 3/8 TRUPER,$22.00,$30.00,$28.00,12,4,12,TORNILLOS
7.50E+12,BROCA PARA CONCRETO 1/4 X 4 TRUPER,$12.00,$16.00,$13.00,16,4,20,HERRAMIENTAS
7.50E+12,BROCA PARA CONCRETO 3/16 X 4 TRUPER,$10.00,$14.00,$0.00,9,4,10,HERRAMIENTAS
7.50E+12,BROCA PARA CONCRETO DE 5/8 X 6 TRUPER 11236,$55.00,$90.00,$85.00,5,1,5,TORNILLOS
7.51E+12,BROCA PARA MADERA 1/4 X 4 TRUPER,$15.00,$20.00,$19.00,12,4,12,TORNILLOS
7.51E+12,BROCA PARA MADERA 3/16 TRUPER,$13.00,$20.00,$15.00,12,4,12,TORNILLOS
7.50E+12,BROCA PLANA PARA MADERA 1/2 TRUPER,$33.00,$43.00,$42.00,6,4,6,HERRAMIENTAS
7.50E+12,BROCA PLANA PARA MADERA 3/8 TRUPER,$38.00,$50.00,$48.00,6,1,6,HERRAMIENTAS
7.50E+12,BROCA PLANA PARA MADERA 7/8 TRUPER,$39.00,$55.00,$50.00,6,4,6,TORNILLOS
7.50E+12,BROCA PLANA/MANITA 3/4 TRUPER,$38.00,$50.00,$48.00,6,4,6,TORNILLOS
7.50E+12,BROCA SDS 3/8 X 12 PARA CONCRETO TRUPER 11270,$59.00,$90.00,$80.00,2,1,2,TORNILLOS
7.50E+12,BROCA SDS PLUS 1/2 X 12 TRUPER,$79.00,$105.00,$100.00,6,1,5,TORNILLOS
7.50E+12,BROCA SDS PLUS 1/2 X 6 TRUPER,$62.00,$82.00,$80.00,5,1,5,TORNILLOS
7.50E+12,BROCA SDS PLUS 1/4 X 4 TRUPER,$27.00,$35.00,$34.00,5,1,5,HERRAMIENTAS
7.50E+12,BROCA SDS PLUS 1/4 X 6 TRUPER,$32.00,$45.00,$42.00,5,1,5,TORNILLOS
7.50E+12,BROCA SDS PLUS 3/8 X 12 TRUPER,$59.00,$80.00,$78.00,4,1,5,TORNILLOS
7.50E+12,BROCA SDS PLUS PARA CONCRETO 3/8 X 6 TRUPER,$42.00,$56.00,$54.00,5,2,5,- Sin Departamento -
7.50E+12,BROCASIERRA BIMETALICA 1 TRUPER EXPERT 18088,$82.00,$115.00,$110.00,3,1,3,HERRAMIENTAS
7.50E+12,BROCASIERRA BIMETALICA 1-1/2 TRUPERT EXPERT 18094,$115.00,$160.00,$154.00,3,1,3,HERRAMIENTAS
7.50E+12,BROCASIERRA BIMETALICA 1-1/4 TRUPER EXPERT 18092,$99.00,$140.00,$130.00,3,1,3,TORNILLOS
7.50E+12,BROCASIERRA BIMETALICA 2-1/8 TRUPERT EXPERT 18098,$139.00,$190.00,$185.00,3,1,3,TORNILLOS
7.50E+12,BROCASIERRA BIMETRICA 2 TRUPER EXPERT 18097,$135.00,$190.00,$180.00,3,1,3,HERRAMIENTAS
7.51E+12,BROCHA 2 CORTE RECTO CERDAS SINTETICAS TRUPER,$29.00,$38.00,$34.00,6,3,6,PINTURAS
7.51E+12,BROCHA 2 PELO DE CAMELLO TRUPER,$33.00,$43.00,$40.00,4,3,6,PINTURAS
7.50E+12,BROCHA CAMELLUS 3 BYP GRI BCA30,$58.00,$76.00,$75.00,3,1,3,PINTURAS
7.50E+12,BROCHA LA SUPER 1 PULG GREE,$8.00,$12.00,$11.00,4,2,4,PINTURAS
7.50E+12,BROCHA LA SUPER 2 PULG GREE,$11.00,$16.00,$15.00,4,2,4,PINTURAS
7.50E+12,BROCHA LA SUPER 2-1/2 GRI BSU25,$13.00,$18.00,$17.00,2,1,3,PINTURAS
7.50E+12,BROCHA LA SUPER 3 GRI BSU30,$17.00,$23.00,$22.00,1,1,3,PINTURAS
7.50E+12,BROCHA PARA ENCALAR E IMPERMEABLIZAR DE 4 MANGO DE PLASTICO TRUPER 14492,$42.00,$60.00,$54.00,6,2,6,PINTURAS
7.51E+12,BROCHA PELO DE CAMELLO DE 1 CON MANGO SW MADERA TRUPER 12466,$15.00,$23.00,$20.00,6,3,6,PINTURAS
7.51E+12,BROCHA PELO DE CAMELLO DE 1/2 CON MANGO DE MADEERA TRUPER 12465,$13.00,$18.00,$15.00,5,3,6,PINTURAS
7.50E+12,BROCHA PROF 6 C/MANGO D/PLASTICO TRUPER 14488,$58.00,$76.00,$73.00,5,2,6,PINTURAS
7.50E+12,BROCHA PROFESIONAL DE 1 CON MANGO DE PLASTICO TRUPER 14481,$8.50,$12.00,$10.00,4,2,6,PINTURAS
7.50E+12,BROCHA PROFESIONAL MANGO PLÁSTICO 2 TRUPER,$14.00,$19.00,$17.00,9,3,6,PINTURAS
7.50E+12,BROCHA USO GENERAL 4 M/PLASTIC PRETUL 21529,$26.00,$35.00,$30.00,12,4,12,PINTURAS
7.51E+12,BROCHA USO GENERAL MANGO MADERA 2 PRETUL,$10.00,$14.00,$12.00,11,4,12,PINTURAS
7.50E+12,BROCHA USO GENERAL MANGO PLÁSTICO 1 PRETUL,$7.00,$10.00,$8.00,9,4,12,PINTURAS
7.50E+12,BROCHA USO GENERAL MANGO PLÁSTICO 3 PRETUL,$18.00,$24.00,$22.00,11,6,12,PINTURAS
811,BROCHE MAGNETICO SENCILLO CYL,$5.94,$10.00,$8.00,4,4,8,TORNILLOS
7.50E+12,BROQUERO 1/2 CON LLAVE TRUPER 16478,$95.00,$125.00,$120.00,6,2,6,HERRAMIENTAS
7.50E+12,BROQUERO 1/2 CON LLAVE Y ADAPTADOR SDS PLUS TRUPER 102475,$115.00,$160.00,$156.00,6,2,6,HERRAMIENTAS
7.50E+12,BROQUERO 3/8 CON LLAVE TRUPER 16477,$85.00,$115.00,$110.00,6,2,6,HERRAMIENTAS
BN18,CABLE BICOLOR BOCINA #18 1M KLEIMAN ROL-014 EDISON,$2.08,$5.00,$4.00,88,10,100,ELECTRICIDAD
BN22,CABLE BICOLOR BOCINA #22 1M KLEIMAN EDISON ROL-005,$1.30,$3.00,$2.50,10,20,100,ELECTRICIDAD
CONDU10,CABLE DESNUDO #10 AWG 1M CONDUMEX EDISON LS004,$14.66,$20.00,$18.00,92.5,20,100,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #10 BLANCO EDISON,$17.07,$23.00,$20.00,200,100,300,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #10 NEGRO EDISON,$17.07,$23.00,$20.00,196,100,300,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #10 ROJO EDISON,$17.07,$23.00,$20.00,225,100,300,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #12 BLANCO EDISON,$10.80,$14.00,$12.50,200,100,300,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #12 NEGRO 100MTS EDISON,"$1,053.35","$1,250.00","$1,200.00",0,3,3,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #12 NEGRO EDISON,$10.80,$14.00,$12.50,200,100,300,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #12 ROJO 100MTS EDISON,"$1,053.35","$1,250.00","$1,200.00",0,3,3,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #12 ROJO EDISON,$10.80,$14.00,$12.50,200,100,300,ELECTRICIDAD
7.91E+11,CABLE IUSA THW #12 VERDE EDISON,$10.80,$14.00,$12.50,200,100,300,ELECTRICIDAD
CLABO15,CABLE P/BOCINA 15MTS CAL 18 LION TOOLS 6837 CHO,$40.02,$68.00,$65.00,2,2,5,ELECTRICIDAD
CABLE1,CABLE PLASTICO 1 CN 026030018,$14.91,$22.00,$20.00,257.2,10,100,CUERDAS
CABLE12,CABLE PLASTICO 1/2 CN 026030012,$4.00,$7.00,$6.00,323,100,338,CUERDAS
CABLE316,CABLE PLASTICO 3/16 CN,$1.91,$4.00,$3.00,660,100,660,CUERDAS
CABLE38,CABLE PLASTICO 3/8 CN 026030010,$3.50,$6.00,$5.00,968,100,300,CUERDAS
POT12,CABLE POT #12 1M ARGOS EDISON 1600124,$24.74,$32.00,$30.00,94,100,200,ELECTRICIDAD
7.91E+11,CABLE POT #14 AWG 100M IUSA EDISON,$18.55,$25.00,$23.00,88,20,100,ELECTRICIDAD
POT16,CABLE POT #16 100M ARGOS EDISON 1600164,$10.37,$14.00,$12.00,86,100,200,ELECTRICIDAD
POT18,CABLE POT #18 100M ARGOS EDISON 1600184,$6.55,$10.00,$8.00,91,100,200,ELECTRICIDAD
7.91E+11,CABLE POT #20 100M IUSA EDISON,$5.22,$8.00,$7.00,100,20,100,ELECTRICIDAD
7.91E+11,CABLE POT #22 100M IUSA EDISON,$3.63,$6.00,$5.00,100,20,100,ELECTRICIDAD
3004391,CABLE TFLS #18 BLANCO CONDULAC ED 361972,$3.42,$8.00,$6.00,98,100,200,ELECTRICIDAD
CAL18,CABLE TFLS #18 ROJO CONDULAC ED 361973,$3.42,$8.00,$6.00,95,100,200,ELECTRICIDAD
7.50E+12,CABLE THW #10 BLANCO X 1MTS ARGOS ED 1100104,$16.56,$22.00,$20.00,100,100,200,ELECTRICIDAD
7.50E+12,CABLE THW #10 NEGRO X 1 MTS ARGOS ED 1100100,$16.56,$22.00,$20.00,80,100,200,ELECTRICIDAD
7.50E+12,CABLE THW #12 BLANCO X 1MTS ARGOS ED 1100124,$10.64,$14.00,$13.00,100,100,200,ELECTRICIDAD
7.50E+12,CABLE THW #12 NEGRO X 1MTS ARGOS ED 1100120,$10.64,$14.00,$13.00,100,100,200,ELECTRICIDAD
7.91E+11,CABLE THW #14 BLANCO IUSA 1MTS ED 399319,$7.84,$12.00,$10.00,100,100,200,ELECTRICIDAD
7.91E+11,CABLE THW #14 NEGRO 100M IUSA EDISON,$7.69,$12.00,$10.00,200,20,100,ELECTRICIDAD
7.91E+11,CABLE THW #14 ROJO 100M IUSA EDISON,$7.69,$12.00,$10.00,94,20,100,ELECTRICIDAD
7.91E+11,CABLE THW #14 VERDE IUSA 1MTS ED 399321,$7.84,$12.00,$10.00,100,100,200,ELECTRICIDAD
7.91E+11,CABLE THW #8 NEGRO 100M IUSA EDISON,$27.51,$36.00,$33.00,91.5,20,100,ELECTRICIDAD
7.91E+11,CABLE THW #8 ROJO 100M IUSA EDISON,$27.51,$36.00,$33.00,96.5,20,100,ELECTRICIDAD
7.50E+12,CABLE THW CCA #12 AWG BLANCO 1MTS VOLTECK 40212,$3.25,$5.00,$4.50,100,50,150,ELECTRICIDAD
40003,CABLE USO EXTRA RUDO 2 X 12 AWG X 1MTS VOLTECK 40003,$34.00,$46.00,$44.00,94.5,20,100,ELECTRICIDAD
40004,CABLE USO EXTRA RUDO 2 X 14 AWG X 1MTS VOLTECK 40004,$23.00,$32.00,$30.00,100,20,100,ELECTRICIDAD
CADENA14,CADENA DE ESLABON 1/4 CN 174010268,$32.80,$55.00,$50.00,30,10,35,TORNILLOS
CADENA316,CADENA DE ESLABON GALV 3/16 X 1MTS CN 174010262,$17.15,$35.00,$30.00,63,10,65,TORNILLOS
CADENA516,CADENA DE ESLABON GALV 5/16 CN 174010273,$56.48,$90.00,$85.00,19,10,20,TORNILLOS
CAI-S,CAIMAN ARNES CHICO 3A STEREN ED CAI-201,$3.50,$5.00,$4.00,10,2,10,ELECTRICIDAD
CAI-M,CAIMAN ARNES MEDIANO 5A STEREN ED CAI-202,$4.84,$7.00,$6.00,5,2,5,ELECTRICIDAD
166,CAJA CONDUIT TIPO C DE 1/2 CON TAPA,$28.00,$38.00,$0.00,1,5,5,ELECTRICIDAD
167,CAJA CONDUIT TIPO T 1 CON TAPA,$58.00,$75.00,$0.00,2,5,5,ELECTRICIDAD
168,CAJA CONDULET TIPO LL DE 1/2 CON TAPA,$28.00,$38.00,$0.00,1,5,5,ELECTRICIDAD
169,CAJA CONDULET TIPO T 3/4 C/TAPA,$40.00,$55.00,$52.00,9,5,10,ELECTRICIDAD
170,CAJA CONDULET TIPO T DE 1/2 CON TAPA,$28.00,$40.00,$0.00,8,5,10,ELECTRICIDAD
267,CAJA CUADRADA GALV 1 EDISON 267,$13.75,$18.00,$16.00,7,2,10,ELECTRICIDAD
268,CAJA CUADRADA GALV 1/2 EDISON 268,$3.47,$5.00,$4.50,12,2,10,ELECTRICIDAD
171,CAJA CUADRADA PVC 1/2 ARGOS,$4.61,$8.00,$7.00,10,10,10,ELECTRICIDAD
172,CAJA CUADRADA PVC 1PULGADA ARGOS,$11.73,$16.00,$17.00,10,10,10,ELECTRICIDAD
173,CAJA CUADRADA PVC 3/4 ARGOS,$8.19,$10.50,$11.50,10,10,10,ELECTRICIDAD
420,CAJA CUADRARA GALV 3/4 EDISON 420,$9.06,$12.00,$11.00,20,5,20,PLOMERIA
264,CAJA ESTANCA 1/2 CONOS ARGOS EDISON,$20.90,$28.00,$25.00,17,2,7,ELECTRICIDAD
265,CAJA ESTANCA 1/2 LISA ARGOS EDISON 265,$15.66,$21.00,$19.00,7,2,8,ELECTRICIDAD
262,CAJA ESTANCA 3/4 CONOS ARGOS EDISON,$23.49,$31.00,$27.00,15,2,15,ELECTRICIDAD
263,CAJA ESTANCA 3/4 LISA ARGOS EDISON,$20.08,$27.00,$24.00,8,2,8,ELECTRICIDAD
BUZON.S,CAJA PARA BUZON CHICA CN 073040490,$77.08,$110.00,$100.00,2,1,2,CANDADOS Y CERRADURAS
BUZON.M,CAJA PARA BUZON MEDIANA CN 073040500,$76.32,$120.00,$100.00,2,1,2,CANDADOS Y CERRADURAS
174,CAJA TMK SOBREPONER BLANCA EDISON,$2.94,$6.00,$5.00,9,5,10,ELECTRICIDAD
7.51E+12,CALENTADOR ADIR 30LT P/AGUA 1165 F41,$35.80,$54.00,$52.00,3,1,3,ELECTRICIDAD
7.51E+12,CALENTADOR DE AGUA 38 LT 1900W VOLTECK 49981,$42.00,$58.00,$55.00,3,1,6,ELECTRICIDAD
846,CALENTADOR DE ALUMINIO #7 CORTO ECO,$21.30,$30.00,$27.00,5,1,5,ELECTRICIDAD
